site,year,block,trial_id,formulation,dose_g_ai_ha,temperature_c,relative_humidity_pct,rainfall_mm_7d,spray_coverage_pct,n_insects,mortality_count,mortality_rate,true_mortality_probability
S01,2023,2,S01-2023-B2,B,0.0,26.26419917616751,72.28970791472464,22.36533430548546,50.76182443295014,60,3,0.05,0.03866539763726783
S01,2023,2,S01-2023-B2,B,2.5,25.027993848680694,67.38413204870716,36.692803153175134,60.294847601050215,60,9,0.15,0.16356224795911253
S01,2023,2,S01-2023-B2,B,5.0,25.491163228748693,60.66931045504662,29.556931998024837,50.336648095319404,60,18,0.3,0.32559630401577216
S01,2023,2,S01-2023-B2,B,10.0,24.16114720891806,67.43064985839194,31.787403553095995,47.612671421600815,60,30,0.5,0.5666847391360419
S01,2023,2,S01-2023-B2,B,20.0,23.91938094134458,71.55999365388426,25.25299684168216,63.167852856980986,60,53,0.8833333333333333,0.8330147864476535
S01,2023,2,S01-2023-B2,B,40.0,23.343194652638413,62.890884200984836,21.520022141196236,63.059898436341776,60,55,0.9166666666666666,0.9274774479164641
S01,2023,3,S01-2023-B3,A,0.0,24.453044574380886,65.9070497895029,26.144116686325617,56.63160930498464,60,1,0.016666666666666666,0.04083109344501331
S01,2023,3,S01-2023-B3,A,2.5,24.51675966510834,65.52308318967853,20.81867038456982,56.38557562577602,60,12,0.2,0.1325001360725912
S01,2023,3,S01-2023-B3,A,5.0,24.362551280696547,61.78302910615487,24.68112083296257,53.905632036390465,60,15,0.25,0.2611901193704124
S01,2023,3,S01-2023-B3,A,10.0,22.56734317056378,74.08366680714295,35.10072203039369,55.20882801431368,60,27,0.45,0.47284226221306574
S01,2023,3,S01-2023-B3,A,20.0,25.509914468117305,64.33255701634417,49.04439019467092,53.71564956346491,60,43,0.7166666666666667,0.6941039193211697
S01,2023,3,S01-2023-B3,A,40.0,24.091439763313502,70.5210683282682,32.002723184677556,59.335727585735455,60,53,0.8833333333333333,0.8862118280435914
S01,2023,3,S01-2023-B3,B,0.0,25.914096375584833,69.37467506483111,26.912514154255415,62.20165133800833,60,3,0.05,0.043795584770551066
S01,2023,3,S01-2023-B3,B,2.5,25.004912075088924,62.64232579040474,21.766665823669126,60.382989152474075,60,13,0.21666666666666667,0.18522040159198788
S01,2023,3,S01-2023-B3,B,5.0,21.433630970324046,63.860667594232204,21.844842870643852,76.67954088846842,60,22,0.36666666666666664,0.4210913121542152
S01,2023,3,S01-2023-B3,B,10.0,23.59506485447651,62.36929688822444,24.60901155825944,70.39180721269139,60,41,0.6833333333333333,0.662724149895683
S01,2023,3,S01-2023-B3,B,20.0,23.42408039199542,59.81460644106493,21.91829646689315,60.88201998895239,60,43,0.7166666666666667,0.8319662064339194
S01,2023,3,S01-2023-B3,B,40.0,24.35512142104754,63.74730727864011,27.579200966717778,67.49438458979039,60,58,0.9666666666666667,0.9286504975904241
S01,2023,4,S01-2023-B4,A,0.0,24.5090532770937,68.59827141422247,29.590604383346765,71.41201111225199,60,4,0.06666666666666667,0.04884191160936736
S01,2023,4,S01-2023-B4,A,2.5,26.55139963188763,62.42306187409429,32.938201528084136,39.83820121733301,60,9,0.15,0.09454991905224458
S01,2023,4,S01-2023-B4,A,5.0,23.71496302722702,67.24059563901305,26.968830205886576,55.375648053341976,60,16,0.26666666666666666,0.25983163779235197
S01,2023,4,S01-2023-B4,A,10.0,24.733787944205606,70.28275891988444,32.66562874240576,54.31515651793858,60,24,0.4,0.482867371193769
S01,2023,4,S01-2023-B4,A,20.0,24.008430182988736,68.91140735663282,44.763606336241814,46.868721774173395,60,43,0.7166666666666667,0.6804551303040574
S01,2023,4,S01-2023-B4,A,40.0,24.31351830746107,65.06005735229905,32.563220711704,56.81633831776787,60,51,0.85,0.8819464219182237
S01,2023,4,S01-2023-B4,B,0.0,22.996947786968505,71.05950456418653,24.203795620338468,67.25300876530993,60,4,0.06666666666666667,0.04758585610550805
S01,2023,4,S01-2023-B4,B,2.5,23.4019995182689,62.274817871970264,23.448897767376,60.320888377239584,60,15,0.25,0.18065843377611387
S01,2023,4,S01-2023-B4,B,5.0,25.88457627388852,66.13149849883455,27.09429002296346,61.69727923700152,60,20,0.3333333333333333,0.36915562731036267
S01,2023,4,S01-2023-B4,B,10.0,26.248572991707423,65.36468011917952,21.945537646017478,53.92160472553323,60,39,0.65,0.6123292998930143
S01,2023,4,S01-2023-B4,B,20.0,23.129548852337077,67.7300275121811,27.44837665081068,52.18028308457582,60,48,0.8,0.8035646908292174
S01,2023,4,S01-2023-B4,B,40.0,23.823127804269696,65.75896607282566,23.842348510531554,59.856996886197926,60,54,0.9,0.9230199104504155
S01,2024,1,S01-2024-B1,A,0.0,24.221847271739648,58.56519972605673,23.164100036009465,67.94575863458844,60,2,0.03333333333333333,0.049874459032889576
S01,2024,1,S01-2024-B1,A,2.5,23.8445333868079,62.79823582162189,28.24264663238111,53.89270154040182,60,5,0.08333333333333333,0.11941051602379425
S01,2024,1,S01-2024-B1,A,5.0,25.86056382201178,61.777586381656576,23.957187778638886,56.39597054472116,60,19,0.31666666666666665,0.26855111784439967
S01,2024,1,S01-2024-B1,A,10.0,22.72449298312449,67.49090289725292,23.89536534888785,57.37174214703846,60,32,0.5333333333333333,0.5083024766802771
S01,2024,1,S01-2024-B1,A,20.0,24.659059056224894,69.16379517806469,29.1046874473217,53.88292219454991,60,46,0.7666666666666667,0.734233167306698
S01,2024,1,S01-2024-B1,A,40.0,25.64071632050292,69.36426282157363,20.065554377922318,58.332578319782364,60,54,0.9,0.896184810707829
S01,2024,1,S01-2024-B1,B,0.0,24.935063517876255,62.88961288548746,36.14037115679129,56.529077734644716,60,1,0.016666666666666666,0.037503668652056225
S01,2024,1,S01-2024-B1,B,2.5,26.02197877298861,68.74783936037187,24.54386564883375,64.06610102683443,60,10,0.16666666666666666,0.18807239178024138
S01,2024,1,S01-2024-B1,B,5.0,26.278563178410582,69.46123635661002,27.099054146193343,62.030299601300165,60,24,0.4,0.36796839069096554
S01,2024,1,S01-2024-B1,B,10.0,24.624446805745876,66.11726050231488,28.72728222321273,57.76208706961498,60,39,0.65,0.6101031910544276
S01,2024,1,S01-2024-B1,B,20.0,26.427049069059084,71.30591100025691,32.44161328768597,44.51881076779454,60,45,0.75,0.77661595967025
S01,2024,1,S01-2024-B1,B,40.0,24.132700099627527,63.82067115293819,23.543757910511594,56.26717496134377,60,53,0.8833333333333333,0.9194230365723228
S01,2024,2,S01-2024-B2,A,0.0,23.907951919399416,64.04005547835138,21.318692653867124,54.568559570364236,60,2,0.03333333333333333,0.04179743431592267
S01,2024,2,S01-2024-B2,A,2.5,25.368628016533666,63.2796448531474,26.2751330205868,58.967265569305724,60,11,0.18333333333333332,0.13053523703499972
S01,2024,2,S01-2024-B2,A,5.0,24.388335706192635,67.2056181202483,29.973444061882283,64.85991445894838,60,14,0.23333333333333334,0.2822440922487332
S01,2024,2,S01-2024-B2,A,10.0,24.39319546378818,66.56724047184404,41.34408849164102,48.581173991696694,60,17,0.2833333333333333,0.4380489234776628
S01,2024,2,S01-2024-B2,A,20.0,27.07211352314178,60.65285807082732,35.19574994414556,54.528218604714,60,46,0.7666666666666667,0.7199248843300305
S01,2024,2,S01-2024-B2,A,40.0,23.99655742169408,67.49005868379201,31.889833610205432,56.653992968113236,60,55,0.9166666666666666,0.8817524345039792
S01,2024,2,S01-2024-B2,B,0.0,23.764856134381446,60.49619115060435,26.94053253548239,71.5440123318726,60,4,0.06666666666666667,0.05042746712853148
S01,2024,2,S01-2024-B2,B,2.5,24.123646103110456,61.84782689640718,24.256709188980647,63.98693568032761,60,10,0.16666666666666666,0.18854106829824524
S01,2024,2,S01-2024-B2,B,5.0,23.05758731573412,61.88553250705627,23.62676538613209,53.63675438802526,60,22,0.36666666666666664,0.3446107364389838
S01,2024,2,S01-2024-B2,B,10.0,24.34230035759574,71.44747729388922,37.118777748329364,65.23263344098129,60,38,0.6333333333333333,0.6164321175001621
S01,2024,2,S01-2024-B2,B,20.0,24.681833981838867,64.08168414255806,26.576516093162397,62.54072743039463,60,47,0.7833333333333333,0.8298704562126371
S01,2024,2,S01-2024-B2,B,40.0,27.6774149602943,66.50861965006874,24.388487553777285,63.42410025872808,60,55,0.9166666666666666,0.924236995299868
S01,2024,3,S01-2024-B3,A,0.0,24.69489464606995,63.27466787913114,29.266801142968706,46.09945817470274,60,3,0.05,0.03444815188266148
S01,2024,3,S01-2024-B3,A,2.5,23.364905426506997,68.27744330040662,30.16968795105325,53.01486919698761,60,13,0.21666666666666667,0.11535681340936593
S01,2024,3,S01-2024-B3,A,5.0,23.591135280620357,69.57573438195531,24.11249262713377,61.759058348991005,60,17,0.2833333333333333,0.28306382081895837
S01,2024,3,S01-2024-B3,A,10.0,23.695805238973875,67.24277015189233,27.166464052772977,58.58623292634102,60,29,0.48333333333333334,0.5090251134448732
S01,2024,3,S01-2024-B3,A,20.0,26.299872890874695,60.73434583126433,27.503599175204542,53.00550989260404,60,45,0.75,0.7332529389410504
S01,2024,3,S01-2024-B3,A,40.0,24.68217292694035,69.0791391268619,30.48976190725238,49.39079467880999,60,55,0.9166666666666666,0.8719948530985485
S01,2024,3,S01-2024-B3,B,0.0,25.70131774472476,64.39582626449615,27.482148962289365,50.11702544940466,60,3,0.05,0.03707158832981765
S01,2024,3,S01-2024-B3,B,2.5,25.19493154557223,69.6824597860692,30.704454698258395,54.66060897668835,60,7,0.11666666666666667,0.15972974322592623
S01,2024,3,S01-2024-B3,B,5.0,22.744987481888163,67.67459425555106,22.008136080852164,61.511724811543694,60,24,0.4,0.37400725230178455
S01,2024,3,S01-2024-B3,B,10.0,24.899101814929228,62.67770439422668,23.89128102435884,54.51333937724084,60,31,0.5166666666666667,0.6101705309190932
S01,2024,3,S01-2024-B3,B,20.0,24.383090911482086,65.2246078243607,21.22477608045777,71.04623380971086,60,49,0.8166666666666667,0.853761459067842
S01,2024,3,S01-2024-B3,B,40.0,24.34710655044046,64.99539172875112,28.269687105215965,69.38565774113155,60,57,0.95,0.9299343407164107
S01,2024,4,S01-2024-B4,A,0.0,25.278297840753773,66.62280583260645,23.300110721736193,46.6299779164813,60,3,0.05,0.0367724216615897
S01,2024,4,S01-2024-B4,A,2.5,25.839466251608602,65.77552386350213,30.078242647102932,49.791606411525,60,4,0.06666666666666667,0.11157584769431494
S01,2024,4,S01-2024-B4,A,5.0,26.424615690195846,67.25308089053932,38.574771266214455,49.1076685345074,60,11,0.18333333333333332,0.22029789659062948
S01,2024,4,S01-2024-B4,A,10.0,25.005782034472624,62.933820199521065,21.498998521888748,58.90658590407894,60,30,0.5,0.5264973472031648
S01,2024,4,S01-2024-B4,A,20.0,23.588411521522385,68.567405858718,36.87589721467424,48.71670027717519,60,43,0.7166666666666667,0.7009068967524225
S01,2024,4,S01-2024-B4,A,40.0,22.327375227163174,63.092160827661274,27.832809182583745,62.975608577846074,60,52,0.8666666666666667,0.8922415975533381
S01,2024,4,S01-2024-B4,B,0.0,23.783517163627053,63.31808024104297,22.71656660911003,72.1293232611175,60,3,0.05,0.05293876745426298
S01,2024,4,S01-2024-B4,B,2.5,22.89105365047113,65.23215733974493,32.147891254920125,55.60944596920786,60,14,0.23333333333333334,0.15676598243469936
S01,2024,4,S01-2024-B4,B,5.0,23.52383073928476,62.617178086166035,28.400989209601455,58.96578357275415,60,18,0.3,0.35373737126122134
S01,2024,4,S01-2024-B4,B,10.0,26.682675544654984,67.25375215525084,27.763659638814246,66.43169397949977,60,37,0.6166666666666667,0.6396797733400396
S01,2024,4,S01-2024-B4,B,20.0,23.478774977122722,65.58021439413884,33.706028272849466,64.11477032323441,60,51,0.85,0.8214145159047013
S01,2024,4,S01-2024-B4,B,40.0,24.681045016109003,69.60928848193403,32.708886227010396,64.45902451790418,60,54,0.9,0.9219407199972419
S01,2025,1,S01-2025-B1,A,0.0,26.535973176289097,69.61578737144828,20.465633797152677,50.37273581702111,60,4,0.06666666666666667,0.039341063686442884
S01,2025,1,S01-2025-B1,A,2.5,23.680377332245875,67.38051405618074,31.1104914881914,46.637092741537735,60,10,0.16666666666666666,0.10554163023761633
S01,2025,1,S01-2025-B1,A,5.0,23.663882825114655,67.2174783605079,26.787482694306288,44.02368040027568,60,16,0.26666666666666666,0.22796780597124705
S01,2025,1,S01-2025-B1,A,10.0,24.383214964069932,71.13495454124818,20.842199386718658,47.5508041039591,60,34,0.5666666666666667,0.4854984227047352
S01,2025,1,S01-2025-B1,A,20.0,25.424749345588907,66.11688651543854,24.083659429970236,59.07520316602326,60,42,0.7,0.7586751705750612
S01,2025,1,S01-2025-B1,A,40.0,26.01851439297008,65.7735920498799,26.95533154046609,44.47120317464571,60,51,0.85,0.8672036169296039
S01,2025,1,S01-2025-B1,B,0.0,23.14694882752352,62.530198418714335,26.434313692273715,59.0854175594361,60,2,0.03333333333333333,0.04189784195330204
S01,2025,1,S01-2025-B1,B,2.5,26.79751623667402,58.40964094782589,23.295049994655095,59.75754646834775,60,18,0.3,0.17875615135722508
S01,2025,1,S01-2025-B1,B,5.0,23.394864185692775,66.14861697060823,24.250833150296458,60.76380254880016,60,25,0.4166666666666667,0.36941603672419276
S01,2025,1,S01-2025-B1,B,10.0,25.98999185454263,61.4882627845345,23.91202721780978,47.629393072584776,60,30,0.5,0.5844998450250558
S01,2025,1,S01-2025-B1,B,20.0,23.467283745687403,56.753998901805794,22.21221480925958,55.102166191791916,60,49,0.8166666666666667,0.8185891181443672
S01,2025,1,S01-2025-B1,B,40.0,24.415833072829667,70.29171245342255,23.102334235457285,57.66278426313466,60,56,0.9333333333333333,0.9214643522825107
S01,2025,2,S01-2025-B2,A,0.0,24.09764870050774,59.81621537544596,31.026844944498805,44.53296225952183,60,4,0.06666666666666667,0.03289983514267671
S01,2025,2,S01-2025-B2,A,2.5,22.340309583887,65.22907083689107,22.572668862422248,60.251427020294756,60,9,0.15,0.13305852618420075
S01,2025,2,S01-2025-B2,A,5.0,25.812847495392038,65.49672959045445,27.533947221223645,37.504062375215646,60,11,0.18333333333333332,0.21090843077256335
S01,2025,2,S01-2025-B2,A,10.0,24.07283521229638,69.92781126369898,40.00587065719505,49.670097525112844,60,35,0.5833333333333334,0.4451550770858532
S01,2025,2,S01-2025-B2,A,20.0,24.10374362472884,61.38848990573113,24.507358131878323,44.18337433744997,60,35,0.5833333333333334,0.7139611917470089
S01,2025,2,S01-2025-B2,A,40.0,24.894724380906876,68.33241440162719,24.214550411780998,57.4338170888762,60,53,0.8833333333333333,0.8912366201637029
S01,2025,2,S01-2025-B2,B,0.0,23.26274222717956,64.00010980563259,33.02165291070945,57.93750194057265,60,2,0.03333333333333333,0.03876379250053973
S01,2025,2,S01-2025-B2,B,2.5,25.652500013107616,71.69356699964405,20.86730456589008,67.55087182074271,60,9,0.15,0.20268551294273732
S01,2025,2,S01-2025-B2,B,5.0,22.33375842487918,70.93437948110066,33.626251776633524,60.49241641762492,60,26,0.43333333333333335,0.3418164987159616
S01,2025,2,S01-2025-B2,B,10.0,24.045249093243342,62.24036465621814,28.31467428730646,59.23756781627288,60,42,0.7,0.6157889669479537
S01,2025,2,S01-2025-B2,B,20.0,23.605710783837242,65.95886735780493,27.687035624033584,65.72005418419428,60,46,0.7666666666666667,0.8338778741330356
S01,2025,2,S01-2025-B2,B,40.0,22.257960866745307,68.95146461023712,22.676585155678765,64.55099229585578,60,53,0.8833333333333333,0.9264983515330912
S01,2025,3,S01-2025-B3,A,0.0,23.97961744754541,63.11271008256872,26.1395597640148,51.27191049285982,60,2,0.03333333333333333,0.03797866533149529
S01,2025,3,S01-2025-B3,A,2.5,23.87515863568113,59.45714280329198,21.30919290642456,54.224188733754005,60,9,0.15,0.12753710523293085
S01,2025,3,S01-2025-B3,A,5.0,25.599549406670604,62.39577634992471,29.706102509411767,57.855448069097825,60,13,0.21666666666666667,0.2622314263146918
S01,2025,3,S01-2025-B3,A,10.0,23.942803106099795,59.89447337457716,36.726217509085366,44.26075395119983,60,24,0.4,0.4329317130551188
S01,2025,3,S01-2025-B3,A,20.0,24.44858192661815,69.33406350818974,20.704534395682515,55.589366087597675,60,47,0.7833333333333333,0.7551582588592092
S01,2025,3,S01-2025-B3,A,40.0,25.413655786275463,69.15720687112449,33.475244167847116,55.814299549672356,60,54,0.9,0.8792912347592234
S01,2025,3,S01-2025-B3,B,0.0,26.48991307315957,69.90867179321927,25.795434810519627,64.69920208807464,60,3,0.05,0.04595471240412536
S01,2025,3,S01-2025-B3,B,2.5,24.891137456507288,66.34013102616717,30.598351289837417,68.66721506655954,60,9,0.15,0.19029578314901166
S01,2025,3,S01-2025-B3,B,5.0,25.392465373952703,69.40839243942865,29.635356018976807,55.712296840772005,60,15,0.25,0.3424875278510775
S01,2025,3,S01-2025-B3,B,10.0,22.71620160966615,66.67368173629421,43.23520917635679,57.87992385600726,60,35,0.5833333333333334,0.569698565413587
S01,2025,3,S01-2025-B3,B,20.0,24.22856585568447,60.99762623872576,21.37604627889242,47.093046854705975,60,52,0.8666666666666667,0.8027882861476613
S01,2025,3,S01-2025-B3,B,40.0,23.783712004913014,69.22170788896018,30.79827731362748,63.833387492687926,60,57,0.95,0.9221784631347902
S01,2025,4,S01-2025-B4,A,0.0,25.155722690898862,66.79772240883445,32.79174841121667,56.56406686602325,60,2,0.03333333333333333,0.03863977670861312
S01,2025,4,S01-2025-B4,A,2.5,22.301143751460245,70.7909843402279,42.34424398390415,54.181497955010066,60,7,0.11666666666666667,0.10303053318884985
S01,2025,4,S01-2025-B4,A,5.0,23.82309874375064,66.3313494160262,24.727090748606216,57.09138738187498,60,17,0.2833333333333333,0.2687052091305243
S01,2025,4,S01-2025-B4,A,10.0,22.417951656611695,63.58319151103038,21.994677425123957,48.520497369004076,60,34,0.5666666666666667,0.4784047648922994
S01,2025,4,S01-2025-B4,A,20.0,23.343233450972065,69.97327381796474,21.616898503448212,57.53254395743375,60,47,0.7833333333333333,0.7566012379269158
S01,2025,4,S01-2025-B4,A,40.0,25.757465774295834,61.96845432729785,24.699945127821245,62.64181358384636,60,55,0.9166666666666666,0.8978800064309019
S01,2025,4,S01-2025-B4,B,0.0,23.294554571477665,66.447786112395,21.5624009961,64.94898094802048,60,3,0.05,0.04786049044935814
S01,2025,4,S01-2025-B4,B,2.5,24.076510285866352,61.486453011834826,46.45028301214171,46.008290036546214,60,6,0.1,0.12447732226474471
S01,2025,4,S01-2025-B4,B,5.0,25.39058564814917,68.91530871386861,23.846739074843693,49.90532881971731,60,19,0.31666666666666665,0.3359401008494367
S01,2025,4,S01-2025-B4,B,10.0,25.435422416665727,65.55306022662933,23.96749760865819,54.66826688776685,60,31,0.5166666666666667,0.6106997152173539
S01,2025,4,S01-2025-B4,B,20.0,22.2748445883321,69.98308153075489,32.13668665963487,52.849871606567476,60,50,0.8333333333333334,0.793868308394187
S01,2025,4,S01-2025-B4,B,40.0,24.137118474807316,64.3609046246884,22.590128238895566,53.417068466428624,60,55,0.9166666666666666,0.9169668362239463
S02,2023,1,S02-2023-B1,A,0.0,24.46457393880126,55.395618812330746,22.579439337190713,47.74392056016595,60,3,0.05,0.026943694929242788
S02,2023,1,S02-2023-B1,A,2.5,23.88042937334489,64.87431769770689,29.381945206177612,57.35387427179204,60,11,0.18333333333333332,0.11195598607515633
S02,2023,1,S02-2023-B1,A,5.0,22.95143029683387,66.739808820512,20.44516750401693,63.66971168968895,60,14,0.23333333333333334,0.2808830111767199
S02,2023,1,S02-2023-B1,A,10.0,22.924635805644105,63.032557682843475,25.807087124381887,46.83782864590495,60,25,0.4166666666666667,0.4527280480940124
S02,2023,1,S02-2023-B1,A,20.0,23.983496862148304,63.31633612680952,30.9266438727812,57.96030212218149,60,47,0.7833333333333333,0.7298020329439902
S02,2023,1,S02-2023-B1,A,40.0,24.091625830727956,69.9761874244784,23.40697930699114,58.61524723096978,60,54,0.9,0.8829187719523063
S02,2023,1,S02-2023-B1,B,0.0,21.952750946729026,60.688862996566954,22.35786866470759,63.90448748558992,60,1,0.016666666666666666,0.03270221285729446
S02,2023,1,S02-2023-B1,B,2.5,23.741993606834775,63.597964758197286,23.739951420349122,48.48575894477358,60,10,0.16666666666666666,0.14427106572047427
S02,2023,1,S02-2023-B1,B,5.0,24.87285663997001,71.13151098515873,26.65386645393505,57.94107327412486,60,32,0.5333333333333333,0.3440325688864119
S02,2023,1,S02-2023-B1,B,10.0,24.109816259764415,70.6830903766238,22.60759863464805,61.462351845946216,60,33,0.55,0.6247705738261148
S02,2023,1,S02-2023-B1,B,20.0,20.0522481517433,65.09190466237948,30.699640442065594,59.442611440500485,60,46,0.7666666666666667,0.7860686861724189
S02,2023,1,S02-2023-B1,B,40.0,23.57938959207486,69.17407249932029,23.38115686143219,56.91998148206547,60,54,0.9,0.9094693320540874
S02,2023,2,S02-2023-B2,A,0.0,23.134599901915003,75.41241878016702,20.7776011895957,51.73656561038699,60,2,0.03333333333333333,0.028616169542705634
S02,2023,2,S02-2023-B2,A,2.5,22.556977095882676,64.5344513254289,28.99056624103277,51.256776833798256,60,5,0.08333333333333333,0.10137559450156104
S02,2023,2,S02-2023-B2,A,5.0,25.27607158048472,75.06873950479324,22.938294444562437,50.02907366116422,60,18,0.3,0.2406673015642471
S02,2023,2,S02-2023-B2,A,10.0,24.171768713542306,68.66275239462391,23.882737034384544,50.76643628696856,60,27,0.45,0.4766730026262446
S02,2023,2,S02-2023-B2,A,20.0,22.845174982023373,73.60236668141313,27.085231047668884,62.252239389013326,60,45,0.75,0.7461838126047909
S02,2023,2,S02-2023-B2,A,40.0,23.012192968199773,67.02786548173461,21.287605414236584,58.34370057156291,60,52,0.8666666666666667,0.8830726454646357
S02,2023,2,S02-2023-B2,B,0.0,25.99604456179814,59.86594719511856,37.26877622166849,53.39280614697223,60,0,0.0,0.0252740091288978
S02,2023,2,S02-2023-B2,B,2.5,21.670408688960432,63.11317852672764,33.25905308149314,48.72884764685003,60,6,0.1,0.1279371458307743
S02,2023,2,S02-2023-B2,B,5.0,23.866814594203728,66.61623218865863,20.903187337213996,64.01719393454117,60,28,0.4666666666666667,0.37682043538233395
S02,2023,2,S02-2023-B2,B,10.0,23.899526752957545,63.09080250134898,22.406381257104567,61.2594313219301,60,32,0.5333333333333333,0.6240377568168193
S02,2023,2,S02-2023-B2,B,20.0,25.926952572454365,62.504986463223624,21.25431549099521,52.42815958221538,60,49,0.8166666666666667,0.8035656619130557
S02,2023,2,S02-2023-B2,B,40.0,25.25014025808534,64.1108867536061,21.551058954516375,60.81994656920484,60,52,0.8666666666666667,0.9163495344218012
S02,2023,3,S02-2023-B3,A,0.0,26.344420240948878,65.23626137412631,27.54880115444715,65.27857869493573,60,2,0.03333333333333333,0.032895512195696676
S02,2023,3,S02-2023-B3,A,2.5,24.94097402303911,67.31497496372043,26.35350665633309,52.99832880112836,60,4,0.06666666666666667,0.10912457149879179
S02,2023,3,S02-2023-B3,A,5.0,23.505620033272848,69.27355121183639,40.46659406019503,32.01636827128513,60,11,0.18333333333333332,0.16724455297349236
S02,2023,3,S02-2023-B3,A,10.0,22.522334034148752,68.9043981219533,27.52099460143856,58.61103713697338,60,31,0.5166666666666667,0.4901628578541363
S02,2023,3,S02-2023-B3,A,20.0,23.962138516495052,68.52641790368422,31.068845181933,56.131742573435965,60,40,0.6666666666666666,0.7240315882238368
S02,2023,3,S02-2023-B3,A,40.0,22.859402570392653,66.5111078655565,25.810239176335894,52.32860000902662,60,52,0.8666666666666667,0.8679837393189083
S02,2023,3,S02-2023-B3,B,0.0,22.516807124405872,70.49125484509915,33.94106694075985,52.9712413543484,60,1,0.016666666666666666,0.025300700600582732
S02,2023,3,S02-2023-B3,B,2.5,25.321058559590067,70.87430284877476,23.323877895347692,54.32183275600783,60,10,0.16666666666666666,0.15694187662350056
S02,2023,3,S02-2023-B3,B,5.0,22.58504926366934,71.73820743249954,27.040956252215505,67.61980215913255,60,22,0.36666666666666664,0.36978392622208023
S02,2023,3,S02-2023-B3,B,10.0,23.724210060442374,67.79012520412284,22.483599629176904,61.86581343031197,60,37,0.6166666666666667,0.6255007451293302
S02,2023,3,S02-2023-B3,B,20.0,26.426979628770145,69.07380795828568,32.09076944087335,63.43078109623486,60,46,0.7666666666666667,0.8114592976840451
S02,2023,3,S02-2023-B3,B,40.0,22.673247821324384,63.7976864565799,23.679368898942442,55.38963749389809,60,56,0.9333333333333333,0.905873250494109
S02,2023,4,S02-2023-B4,A,0.0,25.266104548953486,67.33498771273948,34.02221645427012,64.21075198435534,60,0,0.0,0.030678371346256332
S02,2023,4,S02-2023-B4,A,2.5,23.552191309926066,53.89658219700784,26.8526812463185,42.49331633223734,60,6,0.1,0.09340552200660221
S02,2023,4,S02-2023-B4,A,5.0,22.145344518422178,65.50523327259552,22.52846853833828,58.90437053232037,60,18,0.3,0.2588103395613535
